question,label
언어교육원 위치 어디야,B-INFO E-INFO O
언어교육원 어디야,S-INFO O
야 언어교육원 뭐야,O S-INFO O
야 언어교육원 위치 어디야,O B-INFO E-INFO O
야 평생교육원 어디야,O S-INFO O
야 평교 어디야,O S-INFO O
평교 위치 알려줘,B-INFO E-INFO O
평생교육 위치 알려줘,B-INFO E-INFO O
평생교육원 뭐야,S-INFO O
생활관 위치 알려줘,B-INFO E-INFO O
야 생활관 어디야,O S-INFO O
야 보건진료 알려줘,O S-INFO O
야 보건진료 뭐야,O S-INFO O
보건진료 알려줘,S-INFO O
보건진료 뭐야,S-INFO O
그럼 보건진료 알려줘,O S-INFO O
여학생휴게실 위치 알려줘,B-INFO E-INFO O
여학생휴게실 어디야,S-INFO O
야 여학생휴게실 어디야,O S-INFO O
그럼 여학생휴게실 위치 알려줘,O B-INFO E-INFO O
학생군사교육단 뭐야,S-INFO O
학생군사교육단 알려줘,S-INFO O
야 그럼 학생군사교육단 알려줘,O O S-INFO O
박물관 어디야,S-INFO O
박물관 위치 알려줘,B-INFO E-INFO O
야 박물관 어디야,O S-INFO O
야 박물관 위치 알려줘,O B-INFO E-INFO O
야 미술관 어디야,O S-INFO O
야 미술관 위치 알려줘,O B-INFO E-INFO O
야 체육관 어디야,O S-INFO O
야 체육관 위치 알려줘,O B-INFO E-INFO O
야 체육관 장소 어디야,O B-INFO E-INFO O
체육관 장소 어디야,B-INFO E-INFO O
체육관 위치 어디야,B-INFO E-INFO O
야 장미원 열어,O S-INFO O
장미원 개방 언제해,B-INFO E-INFO O
장미원 개방 알려줘,B-INFO E-INFO O
학생회 알려줘,S-INFO O
야 학생회 뭐야,O S-INFO O
야 학생회 알려줘,O S-INFO O
학생회 뭐야,S-INFO O
야 동아리 알려줘,O S-INFO O
동아리 뭐 있어,S-INFO O O
동아리 알려줘,S-INFO O
동아리 뭐야,S-INFO O
그럼 동아리 알려줘,O S-INFO O
야 대학언론사 알려줘,O S-INFO O
대학언론사 알려줘,S-INFO O
대학언론사 뭐야,S-INFO O
학생증 신청 어디서해,B-INFO E-INFO O
학생증 신청 알려줘,B-INFO E-INFO O
학생증 신청 뭐야,B-INFO E-INFO O
야 학생증 신청 알려줘,O B-INFO E-INFO O
야 학생증 재발급 알려줘,O B-INFO E-INFO O
학생증 재발급 어디서해,B-INFO E-INFO O
학생증 알려줘,S-INFO O
IT서비스 알려줘,S-INFO O
IT서비스 뭐야,S-INFO O
야 IT서비스 알려줘,O S-INFO O
야 그럼 IT서비스 뭐야,O O S-INFO O
스터디모임 알려줘,S-INFO O
야 스터디모임 뭐야,O S-INFO O
스터디모임 뭐야,S-INFO O
참 스터디모임 뭐야,O S-INFO O
그럼 스터디모임 알려줘,O S-INFO O
알바정보 알려줘,S-INFO O
야 알바정보 뭐야,O S-INFO O
알바정보 뭐야,S-INFO O
알바 뭐야,S-INFO O
알바 알려줘,S-INFO O
주거정보 알려줘,S-INFO O
주거정보 뭐야,S-INFO O
야 주거정보 알려줘,O S-INFO O
야 알뜰장터 알려줘,O S-INFO O
알뜰장터 뭐야,S-INFO O
알뜰장터 알려줘,S-INFO O
그럼 알뜰장터 알려줘,O S-INFO O
분실물센터 알려줘,S-INFO O
잃어버린 물건 어디서 찾아,O O O O
그럼 잃어버린 물건 어디서 찾아,O O O O O
그럼 분실물센터 어디야,O S-INFO O
분실물센터 뭐야,S-INFO O
자유마당 알려줘,S-INFO O
자유마당 뭐야,S-INFO O
그럼 자유마당 알려줘,O S-INFO O
야 자유마당 알려줘,O S-INFO O
학생불편사항신고 어디서해,S-INFO O
불편사항신고 할래,S-INFO O
불편사항신고 뭐야,S-INFO O
야 불편사항신고 할래,O S-INFO O
학사공지 알려줘,S-INFO O
학사공지 바뀐 거 있어,S-INFO O O O
학사공지 뭐야,S-INFO O
그럼 학사공지 알려줘,O S-INFO O
학교 공지 바뀐 거 있어,B-INFO E-INFO O O O
학사공지 변경사항 알려줘,B-INFO E-INFO O
학교 학사공지 알려줘,B-INFO E-INFO O
학교 공지사항 알려줘,B-INFO E-INFO O
학교 공지사항 뭐야,B-INFO E-INFO O
야 학교 공지 알려줘,O B-INFO E-INFO O
야 학교 공지사항 알려줘,O B-INFO E-INFO O
그럼 학교 공지 알려줘,O B-INFO E-INFO O
그럼 학사 공지사항 알려줘,O B-INFO E-INFO O
학사공지 알려줄래,S-INFO O
학사공지 변경된 거 있어,S-INFO O O O
컴퓨터공학과 학사공지 알려줘,B-INFO E-INFO O
컴퓨터공학과 공지 뭐야,B-INFO E-INFO O
컴퓨터공학과 공지사항 알려줘,B-INFO E-INFO O
컴퓨터공학과 공지 알려줘,B-INFO E-INFO O
컴퓨터공학과 공지 바뀐거 있어,B-INFO E-INFO O O
컴공 공지사항 알려줘,B-INFO E-INFO O
컴공 학사공지 알려줘,B-INFO E-INFO O
컴퓨터공학과 학사공지 알려줘,B-INFO E-INFO O
컴퓨터공학과 공지사항 뭐야,B-INFO E-INFO O
컴공 공지사항 뭐야,B-INFO E-INFO O
컴공 공지사항 알려줘,B-INFO E-INFO O
전자공학과 학사공지 알려줘,B-INFO E-INFO O
전자공학과 공지 뭐야,B-INFO E-INFO O
전자공학과 공지사항 알려줘,B-INFO E-INFO O
전자공학과 공지 알려줘,B-INFO E-INFO O
전자공학과 공지 바뀐거 있어,B-INFO E-INFO O O
전자 공지사항 알려줘,B-INFO E-INFO O
전자 학사공지 알려줘,B-INFO E-INFO O
전자공학과 학사공지 알려줘,B-INFO E-INFO O
전자공학과 공지사항 뭐야,B-INFO E-INFO O
전자 공지사항 뭐야,B-INFO E-INFO O
전자 공지사항 알려줘,B-INFO E-INFO O
정보통신과 학사공지 알려줘,B-INFO E-INFO O
정보통신과 공지 뭐야,B-INFO E-INFO O
정보통신과 공지사항 알려줘,B-INFO E-INFO O
정보통신과 공지 알려줘,B-INFO E-INFO O
정보통신과 공지 바뀐거 있어,B-INFO E-INFO O O
정통 공지사항 알려줘,B-INFO E-INFO O
정통 학사공지 알려줘,B-INFO E-INFO O
정보통신과 학사공지 알려줘,B-INFO E-INFO O
정보통신과 공지사항 뭐야,B-INFO E-INFO O
정통 공지사항 뭐야,B-INFO E-INFO O
정통 공지사항 알려줘,B-INFO E-INFO O
하계계절학기 수업 알려줘,B-INFO E-INFO O
하계계절학기 언제 시작해,S-INFO O O
하계계절학기 수강 과목 알려줘,B-INFO I-INFO E-INFO O
하계계절학기 뭐야,S-INFO O
하계계절학기 알려줘,S-INFO O
방학 계절학기 알려줘,B-INFO E-INFO O
야 방학 계절학기 과목 뭐야,O B-INFO I-INFO E-INFO O
그럼 방학 계절학기 과목 알려줘,O B-INFO I-INFO E-INFO O
계절학기 과목 알려줘,B-INFO E-INFO O
그럼 계절학기 과목 알려줘,O B-INFO E-INFO O
하계계절 수강 알려줘,B-INFO E-INFO O
하계계절학기 수강신청기간 알려줘,B-INFO E-INFO O
하계계절학기 수강신청 날짜 언제야,B-INFO I-INFO E-INFO O
하계계절학기 수강신청 날짜 알려줘,B-INFO I-INFO E-INFO O
하계계절 수강신청 날짜 뭐야,B-INFO I-INFO E-INFO O
하계계절 들어야 해,S-INFO O O
교류수학 알려줘,S-INFO O
하계계절학기 교류수학 알려줘,B-INFO E-INFO O
참 교류수학 알려줘,O S-INFO O
야 교류수학 뭐야,O S-INFO O
교류수학 정보 알려줘,B-INFO E-INFO O
교류수학 뭐야,S-INFO O
그럼 교류수학 알려줘,O S-INFO O
야 하계계절 교류수학 알려줘,O B-INFO E-INFO O
참 하계계절 교류수학 알려줘,O B-INFO E-INFO O
그러면 하계계절 교류수학 알려줘,O B-INFO E-INFO O
하계계절 교류수학 듣고싶어,B-INFO E-INFO O
취득성적 포기 알려줘,B-INFO E-INFO O
성적 포기 알려줘,B-INFO E-INFO O
성적 포기 어떻게 해,B-INFO E-INFO O O
그럼 성적 포기 알려줘,O B-INFO E-INFO O
성적 포기 제도 알려줘,B-INFO I-INFO E-INFO O
성적 포기 신청 어디서 해,B-INFO I-INFO E-INFO O O
야 성적 포기 어디서 해,O B-INFO E-INFO O O
야 성적 포기 제도 알려줘,O B-INFO I-INFO E-INFO O
그럼 성적 포기 알려줘,O B-INFO E-INFO O
참 성적 포기 알려줘,O B-INFO E-INFO O
취득성적 포기 어떻게 해,B-INFO E-INFO O O
성적 낮은데 취득성적 포기 알려줘,O O B-INFO E-INFO O
취득성적 포기하고 싶어,S-INFO O O
학점인정 뭐야,S-INFO O
야 학점인정이 뭐야,O S-INFO O
야 학점인정 알려줘,O S-INFO O
야 학점인정 기준 뭐야,O B-INFO E-INFO O
야 군대 학점인정 해 줘,O B-INFO E-INFO O O
야 군대 학점인정 알려줘,O B-INFO E-INFO O
그럼 군대 학점인정 알려줘,O B-INFO E-INFO O
군대 학점인정 해주냐,B-INFO E-INFO O
그럼 군대 학점 알려줘,O B-INFO E-INFO O
야 군대 학점 알려줘,O B-INFO E-INFO O
그럼 군대 학점 알려줘,O B-INFO E-INFO O
군복무 학점인정 해 줘,B-INFO E-INFO O O
야 그럼 군복무 학점인정 알려줘,O O B-INFO E-INFO O
군복무 학점인정 해주냐,B-INFO E-INFO O
그럼 군복무 학점인정 알려줘,O B-INFO E-INFO O
학적변동관련양식 뭐야,S-INFO O
야 학적변동관력양식 알려줘,O S-INFO O
그럼 학적변동양식 알려줘,O S-INFO O
학적변동양식 어디서 다운받아,S-INFO O O
학적변동양식 어디서 받아,S-INFO O O
그럼 학적변동양식 어디서 받아,O S-INFO O O
학적변동양식 뭐야,S-INFO O
그럼 학적변동양식 뭐야,O S-INFO O
학적변동양식 알려줄래,S-INFO O
생리결강사유서 어디서 받아,S-INFO O O
생리결강사유서 어디서 다운받아,S-INFO O O
야 그럼 생리결강사유서 뭐야,O O S-INFO O
생리결강사유서 어디에 제출해,S-INFO O O
생리결강사유서 제출 장소 어디야,S-INFO O O O
그럼 생리결강사유서 알려줘,O S-INFO O
야 생리결강사유서 알려줘,O S-INFO O
그럼 생리결강사유서 알려줄래,O S-INFO O
생리결강사유서 알려줄래,S-INFO O
생리결강사유서 제출 어떻게 해,B-INFO E-INFO O O
생리결강사유서 제출방법 알려줘,B-INFO E-INFO O
조기취업 뭐야,S-INFO O
조기취업 알려줘,S-INFO O
야 조기취업 알려줘,O S-INFO O
그럼 조기취업 알려줘,O S-INFO O
조기취업 알려줄래,S-INFO O
참 조기취업 알려줘,O S-INFO O
조기취업 방법 알려줘,B-INFO E-INFO O
조기취업 어떻게 해,B-INFO O O
야 조기취업 방법 알려줘,O B-INFO E-INFO O
조기취업 하고 싶어,S-INFO O O
조기취업 할래,S-INFO O
야 조기취업 할라는데 어떻게 해,O S-INFO O O O
폐강강좌 알려줘,S-INFO O
야 페강강좌 뭐야,O S-INFO O
그럼 폐강강좌 알려줘,O S-INFO O
폐강과목 알려줘,S-INFO O
그럼 폐강과목 알려줘,O S-INFO O
폐강과목 알려줄래,S-INFO O
폐강강좌 알려줄래,S-INFO O
폐강강좌 뭐야,S-INFO O
참 폐강강좌 뭐야,O S-INFO O
폐강 뭐야,S-INFO O
폐강 알려줄래,S-INFO O
폐강과목 공지 알려줘,B-INFO E-INFO O
폐강과목 공지 뭐야,B-INFO E-INFO O
폐강과목 공지사항 알려줘,B-INFO E-INFO O
그럼 폐강과목 공지사항 알려줄래,O B-INFO E-INFO O
야 폐강과목 공지사항 알려줘,O B-INFO E-INFO O
그럼 폐강과목 공지사항 뭐야,O B-INFO E-INFO O
야 폐강과목 공지사항 뭐야,O B-INFO E-INFO O
수강 어떻게 해,S-INFO O O
야 수강 어떻게 해,O B-INFO O O
수강 신청 어떻게 해,B-INFO E-INFO O O
수강신청 방법 알려줘,B-INFO E-INFO O
야 수강 신청 방법 알려줘,O B-INFO I-INFO E-INFO O
그럼 수강 신청 방법 알려줘,O B-INFO I-INFO E-INFO O
수강 신청 가이드 알려줘,B-INFO I-INFO E-INFO O
수강 신청 처음이야,B-INFO E-INFO O
참 수강 신청 알려줘,O B-INFO E-INFO O
참 수강 신청 방법 알려줘,O B-INFO I-INFO E-INFO O
수강 신청 몇시에 해,B-INFO E-INFO O O
수강 신청 어디서 해,B-INFO E-INFO O O
수강 신청 방법 알려줄래,B-INFO I-INFO E-INFO O
그럼 수강 신청 방법 알려줄래,O B-INFO I-INFO E-INFO O
참 수강 신청 방법 알려줄래,O B-INFO I-INFO E-INFO O
아 그럼 수강 신청 방법 알려줄래,O O B-INFO I-INFO E-INFO O
수강신청 정정기간 언제야,B-INFO E-INFO O
그럼 수강신청 정정기간 알려줘,O B-INFO E-INFO O
참 수강신청 정정기간 언제야,O B-INFO E-INFO O
참 수강신청 정정기간 알려줄래,O B-INFO E-INFO O
아 그럼 수강신청 정정기간 알려줘,O O B-INFO E-INFO O
수강 정정기간 언제야,B-INFO E-INFO O
수강 정정기간 알려줘,B-INFO E-INFO O
수강 정정 어떻게 해,B-INFO E-INFO O O
수강 정정기간 시간 몇시야,B-INFO E-INFO O O
수강 정정 어디서 해,B-INFO E-INFO O O
수강 정정 하고 싶어,B-INFO E-INFO O O
수강 과목 정정기간 언제야,B-INFO I-INFO E-INFO O
수강 과목 정정기간 알려줘,B-INFO I-INFO E-INFO O
수강 과목 정정 어떻게 해,B-INFO I-INFO E-INFO O O
수강 과목 정정기간 시간 몇시야,B-INFO I-INFO E-INFO O O
수강 과목 정정 어디서 해,B-INFO I-INFO E-INFO O O
수강 과목 정정 하고 싶어,B-INFO I-INFO E-INFO O O
코로나 대응 알려줘,B-INFO E-INFO O
학교 코로나 대응 공지 알려줘,B-INFO E-INFO O O O
학교 코로나 알려줘,B-INFO E-INFO O
학교 코로나 공지 알려줘,B-INFO I-INFO E-INFO O
학교 코로나 학사 정책 알려줄래,B-INFO E-INFO O O O
그럼 학교 코로나 학사 정책 알려줘,O B-INFO E-INFO O O O
아 그럼 학교 코로나 정책 알려줘,O O B-INFO E-INFO O O
그럼 학교 코로나 정책 알려줄래,O B-INFO E-INFO O O
코로나 학교 가야 하는지 알려줘,B-INFO E-INFO O O O
코로나 학사 운영 방법 알려줘,B-INFO E-INFO O O O
아 코로나 대책 알려줘,O B-INFO E-INFO O
그럼 코로나 대책 알려줄래,O B-INFO E-INFO O
학사 코로나 대책 알려줘,B-INFO E-INFO O O
학사 코로나 대책 뭐야,B-INFO E-INFO O O
졸업유보 하고싶어,S-INFO O
졸업유보 어디서 해,S-INFO O O
졸업유보 어떻게 해,S-INFO O O
야 졸업유보 알려줄래,O S-INFO O
야 졸업유보 뭐야,O S-INFO O
그럼 졸업유보 알려줘,O S-INFO O
아 졸업유보 어떻게 하는지 알려줄래,O S-INFO O O O
참 졸업유보 어떻게 해,O S-INFO O O
졸업유보 하려는데 알려줘,S-INFO O O
졸업유보 방법 알려줄래,S-INFO O O
졸업유보 방법 알려줘,S-INFO O O
아 그럼 졸업유보 방법 알려줘,O O S-INFO O O
졸업하기 싫은데 유보 어떻게 해,O O S-INFO O O
졸업 미루려는데 유보 어떻게 해,O O S-INFO O O
졸업 유보 뭐야,B-INFO E-INFO O
졸업 유보 알려줄래,B-INFO E-INFO O
졸업대상자 뭐야,S-INFO O
아 졸업대상자 알려줄래,O S-INFO O
그럼 졸업대상자 알려줄래,O S-INFO O
참 졸업대상자 알려줄래,O S-INFO O
졸업대상자 알고싶어,S-INFO O
졸업대상자 기준 알고싶어,B-INFO E-INFO O
졸업대상자 해당인지 알고싶어,S-INFO O O
졸업대상자 공지사항 알려줄래,B-INFO E-INFO O
졸업대상자 공지 알려줘,B-INFO E-INFO O
그럼 졸업대상자 공지 뭐야,O B-INFO E-INFO O
수강가이드 알고싶어,S-INFO O
수강가이드 알려줄래,S-INFO O
아 수강가이드 알려줘,O S-INFO O
그럼 수강가이드 알려줘,O S-INFO O
참 수강가이드 알려줘,O S-INFO O
수강가이드 어디에 있어,S-INFO O O
수강가이드 보고싶어,S-INFO O
수강가이드 알려줄래,S-INFO O
그럼 수강가이드 알려줄래,O S-INFO O
야 수강가이드 알려줄래,O S-INFO O
수강가이드 뭐야,S-INFO O
수강가이드 어디서 봐,S-INFO O O
사회봉사 알려줘,S-INFO O
아 사회봉사 알려줘,O S-INFO O
참 사회봉사 알려줘,O S-INFO O
그럼 사회봉사 알려줘,O S-INFO O
아 사회봉사 알려줄래,O S-INFO O
참 사회봉사 알려줄래,O S-INFO O
그럼 사회봉사 알려줄래,O S-INFO O
사회봉사 하고싶어,S-INFO O
사회봉사 어디서 해,S-INFO O O
사회봉사 공지사항 알려줘,B-INFO E-INFO O
야 사회봉사 공지사항 알려줘,O B-INFO E-INFO O
그럼 사회봉사 공지사항 알려줘,O B-INFO E-INFO O
참 사회봉사 공지사항 알려줘,O B-INFO E-INFO O
야 사회봉사 공지 알려줘,O B-INFO E-INFO O
그럼 사회봉사 공지 알려줘,O B-INFO E-INFO O
참 사회봉사 공지 알려줘,O B-INFO E-INFO O
동계계절학기 수업 알려줘,B-INFO E-INFO O
동계계절학기 언제 시작해,S-INFO O O
동계계절학기 수강 과목 알려줘,B-INFO I-INFO E-INFO O
동계계절학기 뭐야,S-INFO O
동계계절학기 알려줘,S-INFO O
동계계절 수강 알려줘,B-INFO E-INFO O
동계계절학기 수강신청기간 알려줘,B-INFO E-INFO O
동계계절학기 수강신청 날짜 언제야,B-INFO E-INFO O O
동계계절학기 수강신청 날짜 알려줘,B-INFO E-INFO O O
동계 수강신청 날짜 뭐야,B-INFO E-INFO O O
동계계절 들어야 해,S-INFO O O
동계계절 수업 알려줘,S-INFO O O
그럼 동계계절 수업 알려줄래,O B-INFO E-INFO O
야 동계계절 수업 알려줘,O S-INFO O O
야 동계계절 수업 알려줄래,O S-INFO O O
교직과정 뭐야,S-INFO O
야 교직과정 알려줘,O S-INFO O
야 교직과정 알려줄래,O S-INFO O
그럼 교직과정 알려줄래,O S-INFO O
그럼 교직과정 알려줘,O S-INFO O
참 교직과정 알려줄래,O S-INFO O
참 교직과정 알려줘,O S-INFO O
야 교직 뭐야,O S-INFO O
야 교직 알려줄래,O S-INFO O
참 교직 알려줄래,O S-INFO O
그럼 교직 알려줄래,O S-INFO O
나 교직 하고 싶어,O S-INFO O O
교직 어디서 해,S-INFO O O
교직 하는 방법 알려줘,S-INFO O O O
교직 하고 싶은데 어디서 해,S-INFO O O O O
교직 하는 방법 뭐야,S-INFO O O O
그럼 교직 하는 방법 알려줘,O S-INFO O O O
아 교직 방법 알려줘,O B-INFO E-INFO O
그럼 교직 방법 알려줘,O B-INFO E-INFO O
참 교직 방법 알려줘,O B-INFO E-INFO O
그럼 교직 방법 알려줄래,O B-INFO E-INFO O
참 교직 방법 알려줄래,O B-INFO E-INFO O
특별학점 알려줄래,S-INFO O
그럼 특별학점 알려줘,O S-INFO O
야 특별학점 알려줘,O S-INFO O
